smiles,ames,source,split
OC1c2cccc3c2[C@]2(O[C@H]2C1O)c1ccccc1-3,1.0,isssty,Train/Validation
OC1C2OC2c2cccc3c2C1(O)c1ccccc1-3,0.0,isssty,Train/Validation
CN1CC=C(c2ccccc2)CC1,0.0,isssty,Train/Validation
C[n+]1ccc(-c2ccccc2)cc1.[Cl-],0.0,isssty,Train/Validation
[Br-].[Br-].[Pb+2],1.0,isssty,Train/Validation
C[N+]1([O-])CC=C(c2ccccc2)CC1,0.0,isssty,Train/Validation
C[N+]1=CC=C(c2ccccc2)CC1.[O-][Cl+3]([O-])([O-])[O-],1.0,isssty,Train/Validation
C=CC(=O)CC,1.0,isssty,Train/Validation
O=[N+]([O-])c1ccc(-c2ccc([N+](=O)[O-])c([N+](=O)[O-])c2)c([N+](=O)[O-])c1,1.0,isssty,Train/Validation
Cc1cc2nc3c(C)c(N)ccc3[n+](-c3ccccc3)c2cc1N.[Cl-],1.0,isssty,Train/Validation
C/C=C\Cl,1.0,isssty,Train/Validation
O=C([O-])C(Cl)(Cl)Cl.[Na+],0.0,isssty,Train/Validation
Nc1ccc(/N=N/c2cccc(/N=N/c3ccc(N)cc3N)c2)c(N)c1.[Cl-].[Cl-].[H+].[H+],1.0,isssty,Train/Validation
Cc1cc2c(cc1C)-c1ccccc1C2,0.0,isssty,Train/Validation
c1cc2ccc3cc4ccoc4c4ccc(c1)c2c34,1.0,isssty,Train/Validation
Cc1ccc2c(c1)Cc1cc(C)ccc1-2,0.0,isssty,Train/Validation
c1cc2ccc3cc4occc4c4ccc(c1)c2c34,1.0,isssty,Train/Validation
ICI,0.0,isssty,Train/Validation
CC(Br)Br,0.0,isssty,Train/Validation
C=CC(Cl)CCl,0.0,isssty,Train/Validation
Cc1cccc2c1-c1ccccc1C2C,1.0,isssty,Train/Validation
Cc1ccc2c(c1)C(C)c1ccccc1-2,1.0,isssty,Train/Validation
Cc1ccc2c(c1)-c1ccccc1C2C,1.0,isssty,Train/Validation
O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,1.0,isssty,Train/Validation
Cc1cccc2c1C(C)c1ccccc1-2,1.0,isssty,Train/Validation
O=c1ccc2ccc3occc3c2o1,0.0,isssty,Train/Validation
O=c1ccc2ccccc2[nH]1,0.0,isssty,Train/Validation
Oc1cnc2ccccc2c1,0.0,isssty,Train/Validation
O=c1cc[nH]c2ccccc12,0.0,isssty,Train/Validation
Oc1ccc2ncccc2c1,0.0,isssty,Train/Validation
[O-]c1ccc2ccc[nH+]c2c1,0.0,isssty,Train/Validation
c1ccc2c(c1)cnc1ccccc12,1.0,isssty,Train/Validation
[O-][n+]1cccc2ccccc21,0.0,isssty,Train/Validation
NCCc1cc(O)c(O)cc1O.[Cl-].[H+],1.0,isssty,Train/Validation
COc1c(OC)c2occc2c2oc(=O)ccc12,0.0,isssty,Train/Validation
C1CN1c1nc(N2CC2)nc(N2CC2)n1,1.0,isssty,Train/Validation
C=CC(C)(C)c1cc2cc3c(cc2oc1=O)OC(C(C)(C)OC(C)=O)C3,0.0,isssty,Train/Validation
COc1c2ccoc2c(OC)c2oc(=O)ccc12,0.0,isssty,Train/Validation
COc1c2ccoc2cc2oc(=O)ccc12,0.0,isssty,Train/Validation
Cc1c(NO)cc([N+](=O)[O-])cc1[N+](=O)[O-],1.0,isssty,Train/Validation
Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],1.0,isssty,Train/Validation
Cn1c(N)nc2ccccc21,1.0,isssty,Train/Validation
Cc1ccc2nc(N)[nH]c2c1,1.0,isssty,Train/Validation
CC(=O)N1CCN(c2ccc(NC(=O)COc3ccc(Br)cc3)cc2)CC1,0.0,isssty,Train/Validation
C#CC(OC(=O)NC1CCCCC1)(c1ccccc1)c1ccc(C)c(C)c1,1.0,isssty,Train/Validation
N#Cc1ccc2nc(N)[nH]c2c1,1.0,isssty,Train/Validation
Nc1nc2ccc(Cl)cc2[nH]1,0.0,isssty,Train/Validation
Nc1nc2ccc(O)cc2[nH]1,1.0,isssty,Train/Validation
CC(=O)OCN(CCCl)N=O,1.0,isssty,Train/Validation
Cc1ccc2c(c1)nc(N)n2C,1.0,isssty,Train/Validation
CC(=O)OCN(CCCCCl)N=O,1.0,isssty,Train/Validation
Cn1c(N)nc2cc(Cl)ccc21,1.0,isssty,Train/Validation
Cn1c(N)nc2cc(C#N)ccc21,1.0,isssty,Train/Validation
Cn1c(N)nc2cc(O)ccc21,0.0,isssty,Train/Validation
Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCCNCCC/N=C(\N)CC3CCC(Cl)CC3)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1,1.0,isssty,Train/Validation
COc1ccc2c(c1)nc(N)n2C,1.0,isssty,Train/Validation
CNc1nc2c3cccnc3ccc2n1C,1.0,isssty,Train/Validation
CN(C)c1nc2c3cccnc3ccc2n1C,1.0,isssty,Train/Validation
Cn1c(N)nc2ccc3ncccc3c21,1.0,isssty,Train/Validation
CCCCON(OC(C)=O)C(=O)c1ccc(C(C)(C)C)cc1,1.0,isssty,Train/Validation
CCCCON(OC(C)=O)C(=O)c1ccc(Cl)cc1,1.0,isssty,Train/Validation
CCCCON(OC(C)=O)C(=O)c1ccc(Br)cc1,1.0,isssty,Train/Validation
CC(C)[C@@](O)(C(=O)OCC1=CCN2CC[C@@H](O)[C@@H]12)[C@H](C)O,0.0,isssty,Train/Validation
CCCCON(OC(C)=O)C(=O)c1ccc([N+](=O)[O-])cc1,1.0,isssty,Train/Validation
CCCCON(OC(C)=O)C(=O)c1cccc([N+](=O)[O-])c1,1.0,isssty,Train/Validation
CC(=O)ON(OCc1ccc(Oc2ccccc2)cc1)C(=O)c1ccccc1,1.0,isssty,Train/Validation
C/N=C(/CC1CCC(Cl)CC1)NCCCNCCCNC(=O)c1csc(-c2csc(CCNC(=O)C(NC(=O)C(C)C(O)C(C)NC(=O)C(NC(=O)c3nc(C(CC(N)=O)NCC(N)C(N)=O)nc(N)c3C)C(O[C@@H]3O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]3O)c3cnc[nH]3)C(C)O)n2)n1,1.0,isssty,Train/Validation
CC(=O)ON(OCc1ccc(C)cc1)C(=O)c1ccccc1,1.0,isssty,Train/Validation
CN(C)CCN(C)N=O,0.0,isssty,Train/Validation
CC(=O)ON(OCc1ccc(Cl)cc1)C(=O)c1ccccc1,1.0,isssty,Train/Validation
CC(=O)ON(OCc1ccc([N+](=O)[O-])cc1)C(=O)c1ccccc1,1.0,isssty,Train/Validation
COc1ccc(CON(OC(C)=O)C(=O)c2ccccc2)cc1,1.0,isssty,Train/Validation
CC(=O)ON(OCc1ccc(Br)cc1)C(=O)c1ccccc1,1.0,isssty,Train/Validation
N#Cc1ccc(C(=O)ON(OCc2ccccc2)C(=O)c2ccccc2)cc1,1.0,isssty,Train/Validation
COc1ccc(C(=O)ON(OCc2ccccc2)C(=O)c2ccccc2)cc1,1.0,isssty,Train/Validation
Cc1ccc(C(=O)ON(OCc2ccccc2)C(=O)c2ccccc2)cc1,1.0,isssty,Train/Validation
O=C(ON(OCc1ccccc1)C(=O)c1ccccc1)c1ccc(Cl)cc1,1.0,isssty,Train/Validation
O=Cc1ccc(C(=O)ON(OCc2ccccc2)C(=O)c2ccccc2)cc1,1.0,isssty,Train/Validation
Nc1nc2c(s1)CCc1ncccc1-2,1.0,isssty,Train/Validation
O=C(ON(OCc1ccccc1)C(=O)c1ccccc1)c1cccc([N+](=O)[O-])c1,1.0,isssty,Train/Validation
Nc1nc2c(ccc3ncccc32)s1,1.0,isssty,Train/Validation
Cc1cccc(C(=O)ON(OCc2ccccc2)C(=O)c2ccccc2)c1,1.0,isssty,Train/Validation
CCCON(OC(C)=O)C(=O)c1ccccc1,1.0,isssty,Train/Validation
CC(=O)ON(OC(C)C)C(=O)c1ccccc1,1.0,isssty,Train/Validation
CCCCON(OC(C)=O)C(=O)c1ccc2ccccc2c1,1.0,isssty,Train/Validation
COc1cccc(C=O)c1O,0.0,isssty,Train/Validation
CC(=O)OCc1ccc(/N=N/c2ccccc2COC(C)=O)cc1,1.0,isssty,Train/Validation
CC(=O)OCc1ccccc1/N=N/c1ccc(N(C)C)cc1,1.0,isssty,Train/Validation
CC(=O)OCc1ccc(/N=N/c2ccc(N(C)C)cc2)cc1,1.0,isssty,Train/Validation
CN(C)c1ccc(/N=N/c2cccc(CCl)c2)cc1,1.0,isssty,Train/Validation
CN(C)c1ccc(/N=N/c2ccccc2C(=O)O)cc1,1.0,isssty,Train/Validation
O=CNc1nc(-c2ccc([N+](=O)[O-])o2)cs1,1.0,isssty,Train/Validation
CN(C)c1ccc(/N=N/c2ccc(C=O)cc2)cc1,1.0,isssty,Train/Validation
CN(C)c1ccc(/N=N/c2ccc(N(C)C)cc2)cc1,0.0,isssty,Train/Validation
C=COC(=O)C=C,0.0,isssty,Train/Validation
CC(=O)N(C)c1ccc(/N=N/c2ccc(N(C)C)cc2)cc1,1.0,isssty,Train/Validation
CC(=O)Nc1ccc(/N=N/c2ccc(N(C)C)cc2)cc1,1.0,isssty,Train/Validation
CNc1ccc(/N=N/c2ccc(NC)cc2)cc1,0.0,isssty,Train/Validation
CNc1ccc(/N=N/c2ccc(N(C)C(C)=O)cc2)cc1,1.0,isssty,Train/Validation
NC(=O)N(Cc1ccccc1)N=O,1.0,isssty,Train/Validation
CC(=O)N(C)c1ccc(/N=N/c2ccc(N(C)C(C)=O)cc2)cc1,0.0,isssty,Train/Validation
C1=CC2OC2c2cccnc21,0.0,isssty,Train/Validation
C1=CC2OC2c2ncccc21,1.0,isssty,Train/Validation
C[n+]1cccc2c1C=C[C@H]1O[C@@H]21,1.0,isssty,Train/Validation
[O-][n+]1cccc2c1C=C[C@H]1O[C@@H]21,0.0,isssty,Train/Validation
CCCCON(OC(C)=O)C(=O)c1ccc(OC)cc1,1.0,isssty,Train/Validation
c1cnc2c(c1)[C@@H]1O[C@H]1C1OC21,0.0,isssty,Train/Validation
c1cnc2c(c1)[C@@H]1O[C@@H]1C1OC21,0.0,isssty,Train/Validation
[O-][n+]1cccc2c1[C@H]1O[C@H]1C=C2,0.0,isssty,Train/Validation
O[C@H]1C=Cc2ncccc2[C@@H]1O,0.0,isssty,Train/Validation
O[C@H]1C=Cc2cccnc2[C@@H]1O,0.0,isssty,Train/Validation
OC1c2cccnc2C2OC2C1O,0.0,isssty,Train/Validation
c1cnc2c(c1)CCC1OC21,0.0,isssty,Train/Validation
CCC1(O)C[C@H](OC2CC(N(C)C)C(OC3CC(O)C(O)C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)[C@H]1C(=O)OC,1.0,isssty,Train/Validation
OC1CC=Cc2cccnc21,0.0,isssty,Train/Validation
c1cnc2c(c1)C1OC1CC2,0.0,isssty,Train/Validation
CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC,1.0,isssty,Train/Validation
[O-][NH2+2]1C=C[CH-]c2cccc(O)c21,0.0,isssty,Train/Validation
Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,0.0,isssty,Train/Validation
CC(C)(C)C1=CC(=O)C=C(C2=CC(=O)C=C(C(C)(C)C)C2=O)C1=O,1.0,isssty,Train/Validation
CCOC(=O)C(=NNc1ccc(-c2ccc(NN=C(C(=O)OCC)C(=O)OCC)c(Cl)c2)cc1Cl)C(=O)OCC,0.0,isssty,Train/Validation
O=[Cr](=O)=O,1.0,isssty,Train/Validation
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,0.0,isssty,Train/Validation
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1.[Cl-].[H+],1.0,isssty,Train/Validation
O=C(O)c1cc(Cl)ccc1O,0.0,isssty,Train/Validation
COO,1.0,isssty,Train/Validation
CCOO,1.0,isssty,Train/Validation
C/C=C/C(=O)Oc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(C)(C)CC(C)(C)C,1.0,isssty,Train/Validation
CN(C)C(=S)SNCCNSC(=S)N(C)C,1.0,isssty,Train/Validation
CCCOO,1.0,isssty,Train/Validation
CCCCOO,1.0,isssty,Train/Validation
CN(C)C(=S)[S-].[Na+],1.0,isssty,Train/Validation
N#Cc1cccc2c([N+](=O)[O-])cccc12,1.0,isssty,Train/Validation
COP1(=S)OCc2ccccc2O1,1.0,isssty,Train/Validation
ClC1=C(Cl)C(Cl)(C2(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl,1.0,isssty,Train/Validation
[O-][n+]1c2ccccc2nc2ccccc21,1.0,isssty,Train/Validation
Nc1nccs1,1.0,isssty,Train/Validation
C#CCOS(=O)(=O)c1ccc(C)cc1,1.0,isssty,Train/Validation
CCCCOS(=O)(=O)c1ccc(C)cc1,1.0,isssty,Train/Validation
Cc1ccc(OS(=O)(=O)C(C)C)cc1,1.0,isssty,Train/Validation
CCCOS(=O)(=O)c1ccc(C)cc1,1.0,isssty,Train/Validation
COS(=O)(=O)c1ccc(C)cc1,1.0,isssty,Train/Validation
CCCCOS(=O)(=O)c1ccccc1,1.0,isssty,Train/Validation
CCOS(=O)(=O)c1ccccc1,1.0,isssty,Train/Validation
COS(=O)(=O)c1ccccc1,1.0,isssty,Train/Validation
CC(C)COS(C)(=O)=O,1.0,isssty,Train/Validation
CCCCOS(C)(=O)=O,1.0,isssty,Train/Validation
CCCOS(C)(=O)=O,1.0,isssty,Train/Validation
CCCOS(=O)(=O)c1ccccc1,1.0,isssty,Train/Validation
CO[C@H](C)[C@](O)(C(=O)OCC1=CCN2CC[C@H](O)[C@@H]12)C(C)C,1.0,isssty,Train/Validation
C/C=C1\CC(C)C(C)(OC(C)=O)C(=O)OCC2=C3C(CC[N+]3(C)C=C2)OC1=O.CC(=O)[O-],1.0,isssty,Train/Validation
CC(C)[C@@](O)(C(=O)OC[C@@H]1CCN2CCC[C@H]12)[C@@H](C)O,0.0,isssty,Train/Validation
CC(C)[C@](O)(C(=O)O)[C@@H](C)O,0.0,isssty,Train/Validation
COc1ccc2c(ccc3oc([N+](=O)[O-])cc32)c1,1.0,isssty,Train/Validation
c1ccc([Se][Se]c2ccccc2)cc1,1.0,isssty,Train/Validation
O=C(/C=C/c1ccccc1O)c1ccc(O)cc1O,0.0,isssty,Train/Validation
O=C(O[C@H]1Cc2c(O)cc(O)cc2O[C@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,0.0,isssty,Train/Validation
O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,0.0,isssty,Train/Validation
Oc1cc(O)cc(/C=C/c2ccc(O)c(O)c2)c1,0.0,isssty,Train/Validation
O=CC1CO1,1.0,isssty,Train/Validation
COc1ccc([Se]c2ccc(OC)cc2)cc1,1.0,isssty,Train/Validation
CS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,1.0,isssty,Train/Validation
COc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)ccc1O,0.0,isssty,Train/Validation
O=c1cc(-c2ccc(O)cc2)oc2cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12,0.0,isssty,Train/Validation
c1ccc2c(c1)c1ccccc1c1ccccc21,1.0,isssty,Train/Validation
CCCCN=[N+]=[N-],1.0,isssty,Train/Validation
CCCCCCN=[N+]=[N-],1.0,isssty,Train/Validation
CC(=O)N[C@@H](CS/C(Cl)=C/Cl)C(=O)O,1.0,isssty,Train/Validation
CC(=O)N[C@@H](CSC(Cl)=C(Cl)Cl)C(=O)O,1.0,isssty,Train/Validation
O[C@@H]1[C@@H]2O[C@@H]2c2c(ccc3cc4ccc5ccccc5c4nc23)[C@H]1O,1.0,isssty,Train/Validation
O[C@H]1[C@@H]2O[C@@H]2c2c(ccc3cc4ccc5ccccc5c4nc23)[C@@H]1O,1.0,isssty,Train/Validation
O[C@@H]1[C@H]2O[C@H]2c2c(ccc3cc4ccc5ccccc5c4nc23)[C@H]1O,1.0,isssty,Train/Validation
O[C@H]1[C@H]2O[C@H]2c2c(ccc3cc4ccc5ccccc5c4nc23)[C@@H]1O,1.0,isssty,Train/Validation
CC(=O)N[C@@H](C(=O)N(CC(=O)O)N=O)C(C)C,1.0,isssty,Train/Validation
Cc1cc(-c2ccc(N/N=C3\C=Cc4c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c4C3=O)c(C)c2)ccc1N/N=C1\C=Cc2c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c2C1=O.[Na+].[Na+].[Na+].[Na+],1.0,isssty,Train/Validation
Cc1ccc2ccc3cc4ccccc4c4ccc1c2c34,1.0,isssty,Train/Validation
c1ccc(-c2nc3ccccc3o2)cc1,0.0,isssty,Train/Validation
Cc1cc2ccc3cc4ccccc4c4ccc(c1)c2c34,1.0,isssty,Train/Validation
Cc1ccccc1-c1nc2ccccc2o1,0.0,isssty,Train/Validation
Cc1ccc2ccc3c4ccccc4cc4ccc1c2c43,1.0,isssty,Train/Validation
Cc1cc2cc3ccccc3c3ccc4cccc1c4c23,1.0,isssty,Train/Validation
Cc1cccc2c1cc1ccc3cccc4ccc2c1c34,1.0,isssty,Train/Validation
Cc1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,1.0,isssty,Train/Validation
Cc1ccc2cc3ccc4cccc5ccc(c2c1)c3c45,1.0,isssty,Train/Validation
Cc1cccc2cc3ccc4cccc5ccc(c12)c3c45,1.0,isssty,Train/Validation
Cc1cc2cccc3ccc4cc5ccccc5c1c4c32,1.0,isssty,Train/Validation
Cc1cc2c3ccccc3cc3ccc4cccc1c4c32,1.0,isssty,Train/Validation
CC(=O)NC1C=NC(c2ccc([N+](=O)[O-])o2)=NO1,1.0,isssty,Train/Validation
O=C([O-])CN(CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Na+],0.0,isssty,Train/Validation
CCOC(=O)OC(=O)OCC,0.0,isssty,Train/Validation
ClCc1ccc2ccc3cc4ccccc4c4ccc1c2c34,0.0,isssty,Train/Validation
COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)C1CCOC1O2,0.0,isssty,Train/Validation
ClCc1cc2cc3ccccc3c3ccc4cccc1c4c23,1.0,isssty,Train/Validation
COC(=O)C12Oc3ccc(-c4ccc5c(c4O)C(O)=C4C(=O)CC(C)C(O)C4(C(=O)OC)O5)c(O)c3C(O)=C1C(=O)CC(C)C2O,0.0,isssty,Train/Validation
ClCc1cc2cccc3ccc4c5ccccc5cc1c4c32,1.0,isssty,Train/Validation
CCCCCCC(O)C1C2=C(CC(C(O)C3CC=CC(=O)O3)CC3=C(C(=O)OC3=O)C1O)C(=O)OC2=O,0.0,isssty,Train/Validation
ClCc1c2ccccc2c2ccc3cccc4ccc1c2c43,0.0,isssty,Train/Validation
CC(=O)C1=C(O)N2[C@H](C1=O)[C@H]1c3c[nH]c4cccc(c34)C[C@H]1C2(C)C,0.0,isssty,Train/Validation
ClCc1cccc2cc3ccc4cccc5ccc(c12)c3c45,1.0,isssty,Train/Validation
Cc1cnc2c(ccc3c2nc(N)n3C)n1,1.0,isssty,Train/Validation
CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(N(CC)CC)cc3[o+]c2c1.[O-][Cl+3]([O-])([O-])[O-],0.0,isssty,Train/Validation
CCNc1cc2[o+]c3cc(NCC)c(C)cc3c(-c3ccccc3C(=O)OCC)c2cc1C.F[B-](F)(F)F,0.0,isssty,Train/Validation
Nc1ccc2c(-c3ccccc3C(=O)O)c3ccc(N)cc3[o+]c2c1.[Cl-],0.0,isssty,Train/Validation
OCc1cc2ccccc2c2ccc3ccccc3c12,0.0,isssty,Train/Validation
C/C=C(/C)C(=O)O[C@H]1CCN2CC=C(COC(=O)[C@@](O)([C@@H](C)OC)C(C)(C)O)[C@H]12,1.0,isssty,Train/Validation
O=C(O)c1ccccc1-c1c2cc3c4c(c2[o+]c2c5c6c(cc12)CCCN6CCC5)CCCN4CCC3.[O-][Cl+3]([O-])([O-])[O-],0.0,isssty,Train/Validation
CCNc1cc2oc(=O)cc(C)c2cc1C,0.0,isssty,Train/Validation
CCN(CC)c1ccc2cc(-c3nc4ccccc4n3C)c(=O)oc2c1,0.0,isssty,Train/Validation
Cc1cc(=O)oc2c3c4c(cc12)CCCN4CCC3,1.0,isssty,Train/Validation
Cc1cc(=O)oc2cc(N)ccc12,0.0,isssty,Train/Validation
CCN(CC)c1ccc2c(C(F)(F)F)cc(=O)oc2c1,0.0,isssty,Train/Validation
CCOC(=O)c1cc2cc3c4c(c2oc1=O)CCCN4CCC3,0.0,isssty,Train/Validation
O=c1ccc2cc3c4c(c2o1)CCCN4CCC3,1.0,isssty,Train/Validation
Nc1ccc(-c2ccc(-c3ccc(N)cc3)cc2)cc1,1.0,isssty,Train/Validation
CCN(CC)c1ccc(-c2ccccc2)c(-c2ccccc2)c1N(CC)CC,1.0,isssty,Train/Validation
Nc1ccc(-c2ccc(-c3ccc(-c4ccc(N)cc4)cc3)cc2)cc1,0.0,isssty,Train/Validation
CCN(CC)c1ccc(-c2ccc(-c3ccc(-c4ccc(N(CC)CC)cc4)cc3)cc2)cc1,0.0,isssty,Train/Validation
CCCCCCC(CCCC)COc1ccc(-c2ccc(-c3ccc(-c4ccc(OCC(CCCC)CCCCCC)cc4)cc3)cc2)cc1,0.0,isssty,Train/Validation
CC1=C(C)C2(C3=CC(=O)C=CC3=Nc3ccc([O-])cc32)C(C)=C(C)C1=O,0.0,isssty,Train/Validation
Cc1cc2nc3c(cc(N)c4ccccc43)[o+]c2cc1N(C)C.[Cl-],1.0,isssty,Train/Validation
Oc1cc2c3c(cc4cccc5ccc1c3c54)-c1ccccc1-2,0.0,isssty,Train/Validation
Oc1cc2ccc3cccc4cc5c(c1-c1ccccc1-5)c2c34,0.0,isssty,Train/Validation
Oc1cc2ccc3ccc4c5c(cc(c1)c2c35)-c1ccccc1-4,0.0,isssty,Train/Validation
c1ccc2c(c1)C1=c3c-2cc2cccc4ccc(c3c42)C2OC12,1.0,isssty,Train/Validation
CCCCOc1ccc(N=O)cc1,1.0,isssty,Train/Validation
CCCCCOc1ccc(N=O)cc1,1.0,isssty,Train/Validation
[N-]=[N+]=NCCO,1.0,isssty,Train/Validation
[N-]=[N+]=NC[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CO,1.0,isssty,Train/Validation
O=C(CCCl)/N=c1\sn(C(=O)CCCl)c2ccccc12,0.0,isssty,Train/Validation
O=C(CCCCl)/N=c1\sn(C(=O)CCCCl)c2ccccc12,0.0,isssty,Train/Validation
O=C(/N=c1\sn(C(=O)c2ccc([N+](=O)[O-])cc2)c2ccccc12)c1ccc([N+](=O)[O-])cc1,1.0,isssty,Train/Validation
Cc1ccc2c(c1)/c(=N/C(=O)CCCl)sn2C(=O)CCCl,0.0,isssty,Train/Validation
Cc1ccc2c(c1)/c(=N/C(=O)CCCCl)sn2C(=O)CCCCl,0.0,isssty,Train/Validation
Cc1ccc2c(c1)/c(=N/C(=O)c1ccccc1[N+](=O)[O-])sn2C(=O)c1ccccc1[N+](=O)[O-],0.0,isssty,Train/Validation
Cc1ccc2c(c1)/c(=N/C(=O)c1cccc([N+](=O)[O-])c1)sn2C(=O)c1cccc([N+](=O)[O-])c1,1.0,isssty,Train/Validation
Cc1ccc2c(c1)/c(=N/C(=O)c1ccc([N+](=O)[O-])cc1)sn2C(=O)c1ccc([N+](=O)[O-])cc1,1.0,isssty,Train/Validation
O=C(CCCl)/N=c1\sn(C(=O)CCCl)c2ccc(Cl)cc12,0.0,isssty,Train/Validation
O=C(CCCCl)/N=c1\sn(C(=O)CCCCl)c2ccc(Cl)cc12,1.0,isssty,Train/Validation
O=C(/N=c1\sn(C(=O)c2ccc([N+](=O)[O-])cc2)c2ccc(Cl)cc12)c1ccc([N+](=O)[O-])cc1,1.0,isssty,Train/Validation
CC(=O)/N=c1\sn(C(C)=O)c2ccc([N+](=O)[O-])cc12,1.0,isssty,Train/Validation
CCC(=O)/N=c1\sn(C(=O)CC)c2ccc([N+](=O)[O-])cc12,1.0,isssty,Train/Validation
CCCC(=O)/N=c1\sn(C(=O)CCC)c2ccc([N+](=O)[O-])cc12,1.0,isssty,Train/Validation
CC(C)C(=O)/N=c1\sn(C(=O)C(C)C)c2ccc([N+](=O)[O-])cc12,1.0,isssty,Train/Validation
CCCCC(=O)/N=c1\sn(C(=O)CCCC)c2ccc([N+](=O)[O-])cc12,1.0,isssty,Train/Validation
CC(C)CC(=O)/N=c1\sn(C(=O)CC(C)C)c2ccc([N+](=O)[O-])cc12,1.0,isssty,Train/Validation
CCCCCC(=O)/N=c1\sn(C(=O)CCCCC)c2ccc([N+](=O)[O-])cc12,1.0,isssty,Train/Validation
CCCCCCCC(=O)/N=c1\sn(C(=O)CCCCCCC)c2ccc([N+](=O)[O-])cc12,1.0,isssty,Train/Validation
CCCCCCCCCC(=O)/N=c1\sn(C(=O)CCCCCCCCC)c2ccc([N+](=O)[O-])cc12,1.0,isssty,Train/Validation
O=C(CCCl)/N=c1\sn(C(=O)CCCl)c2ccc([N+](=O)[O-])cc12,1.0,isssty,Train/Validation
O=C(CCCCl)/N=c1\sn(C(=O)CCCCl)c2ccc([N+](=O)[O-])cc12,1.0,isssty,Train/Validation
O=C(/N=c1\sn(C(=O)c2ccccc2)c2ccc([N+](=O)[O-])cc12)c1ccccc1,1.0,isssty,Train/Validation
O=C(/N=c1\sn(C(=O)c2ccccc2Cl)c2ccc([N+](=O)[O-])cc12)c1ccccc1Cl,1.0,isssty,Train/Validation
O=C(/N=c1\sn(C(=O)c2cccc(Cl)c2)c2ccc([N+](=O)[O-])cc12)c1cccc(Cl)c1,1.0,isssty,Train/Validation
O=C(/N=c1\sn(C(=O)c2ccc(Cl)cc2)c2ccc([N+](=O)[O-])cc12)c1ccc(Cl)cc1,1.0,isssty,Train/Validation
O=C(/N=c1\sn(C(=O)c2ccc(Cl)c(Cl)c2)c2ccc([N+](=O)[O-])cc12)c1ccc(Cl)c(Cl)c1,1.0,isssty,Train/Validation
O=C(/N=c1\sn(C(=O)c2ccccc2[N+](=O)[O-])c2ccc([N+](=O)[O-])cc12)c1ccccc1[N+](=O)[O-],1.0,isssty,Train/Validation
O=C(/N=c1\sn(C(=O)c2cccc([N+](=O)[O-])c2)c2ccc([N+](=O)[O-])cc12)c1cccc([N+](=O)[O-])c1,1.0,isssty,Train/Validation
O=C(/N=c1\sn(C(=O)c2ccc([N+](=O)[O-])cc2)c2ccc([N+](=O)[O-])cc12)c1ccc([N+](=O)[O-])cc1,1.0,isssty,Train/Validation
CCn1c(N)nc2c3nc(C)cnc3ccc21,1.0,isssty,Train/Validation
CCn1c(N)nc2c3ncc(C)nc3ccc21,1.0,isssty,Train/Validation
ONc1ccccc1,1.0,isssty,Train/Validation
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N2CCOCC2C#N)C(O)C(C)O1,0.0,isssty,Train/Validation
